date,open,high,low,close,volume,day_diff
2014-11-28,336.03,341.26,336.03,338.64,3051798,2.6100000000000136
2014-12-01,338.12,340.64,325.93,326.0,4944861,-12.120000000000005
2014-12-02,327.5,327.93,323.25,326.31,2790257,-1.1899999999999977
2014-12-03,325.73,326.77,314.36,316.5,5689904,-9.230000000000018
2014-12-04,315.53,318.59,313.47,316.93,3296642,1.400000000000034
2014-12-05,316.8,316.93,310.84,312.63,3265214,-4.170000000000016
2014-12-08,311.57,316.56,304.821,306.64,3639180,-4.930000000000007
2014-12-09,302.99,313.639,301.14,312.5,4049506,9.509999999999991
2014-12-10,312.0,313.19,304.68,305.84,3245890,-6.160000000000025
2014-12-11,307.89,312.64,306.01,307.36,3272919,-0.5299999999999727
2014-12-12,303.99,310.6399,303.01,307.32,3162322,3.329999999999984
2014-12-15,308.87,310.86,302.15,306.07,3841577,-2.8000000000000114
2014-12-16,304.35,304.49,295.01,295.06,6501252,-9.29000000000002
2014-12-17,296.37,299.67,293.03,298.88,4433505,2.509999999999991
2014-12-18,304.01,304.5,293.25,297.73,7738067,-6.279999999999973
2014-12-19,296.91,301.54,295.52,299.9,8709129,2.9899999999999523
2014-12-22,301.94,307.36,301.94,306.54,4003827,4.600000000000023
2014-12-23,306.98,307.49,303.252,306.285,2718359,-0.6949999999999932
2014-12-24,306.38,307.0,302.875,303.03,1518107,-3.3500000000000227
2014-12-26,305.0,310.7799,303.81,309.09,2893801,4.089999999999975
2014-12-29,307.85,314.27,306.58,312.04,3009046,4.189999999999998
2014-12-30,309.91,313.94,309.34,310.3,2093023,0.38999999999998636
2014-12-31,311.55,312.98,310.01,310.35,2057766,-1.1999999999999886
2015-01-02,312.58,314.75,306.9601,308.52,2788101,-4.060000000000002
2015-01-05,307.01,308.38,300.85,302.19,2774231,-4.819999999999993
2015-01-06,302.24,303.0,292.38,295.29,3519034,-6.949999999999989
2015-01-07,297.5,301.28,295.33,298.42,2640349,0.9200000000000159
2015-01-08,300.32,303.14,296.11,300.46,3088398,0.13999999999998636
2015-01-09,301.48,302.87,296.68,296.93,2592360,-4.550000000000011
2015-01-12,297.56,298.51,289.281,291.41,3421392,-6.149999999999977
2015-01-13,297.48,301.4976,293.23,294.74,4136442,-2.740000000000009
2015-01-14,291.93,295.91,286.503,293.27,5538666,1.339999999999975
2015-01-15,294.0,295.9995,286.815,286.95,4419196,-7.050000000000011
2015-01-16,286.28,290.79,285.25,290.74,3478176,4.460000000000036
2015-01-20,292.59,293.3599,286.39,289.44,3075081,-3.1499999999999773
2015-01-21,289.64,306.0,287.26,297.25,10065076,7.610000000000014
2015-01-22,300.0,312.25,300.0,310.32,5362640,10.319999999999993
2015-01-23,308.08,316.93,307.72,312.39,4496419,4.310000000000002
2015-01-26,311.82,313.0,307.5201,309.66,3169665,-2.159999999999968
2015-01-27,306.3,310.243,302.625,306.75,2920315,0.44999999999998863
2015-01-28,309.81,311.51,303.8,303.91,3063774,-5.899999999999977
2015-01-29,304.73,312.8,299.33,311.78,8656567,7.0499999999999545
2015-01-30,346.32,359.5,340.74,354.53,23856060,8.20999999999998
2015-02-02,350.05,365.0,350.01,364.47,10231914,14.420000000000016
2015-02-03,360.29,367.817,360.21,363.55,6212565,3.259999999999991
2015-02-04,358.38,367.5,358.23,364.75,4169927,6.3700000000000045
2015-02-05,366.0,378.8,365.9,373.89,7247605,7.889999999999986
2015-02-06,374.87,375.9899,371.01,374.28,3892382,-0.5900000000000318
2015-02-09,371.0,374.41,367.2,370.56,2724630,-0.4399999999999977
2015-02-10,371.19,374.3,368.51,372.995,2287232,1.8050000000000068
2015-02-11,371.23,377.1,371.1,375.14,2786523,3.909999999999968
2015-02-12,375.1,378.51,373.15,377.17,2791050,2.069999999999993
2015-02-13,378.41,383.0,377.01,381.83,3475069,3.419999999999959
2015-02-17,377.72,379.985,372.67,375.43,3673208,-2.2900000000000205
2015-02-18,373.78,376.74,372.85,373.37,2650610,-0.40999999999996817
2015-02-19,373.49,381.88,373.43,378.995,2953752,5.5049999999999955
2015-02-20,378.62,383.7,375.84,383.66,3258023,5.0400000000000205
2015-02-23,383.44,384.54,378.0,380.14,2176989,-3.3000000000000114
2015-02-24,378.65,380.48,376.16,378.59,1921850,-0.060000000000002274
2015-02-25,377.27,387.85,376.54,385.37,3174495,8.100000000000023
2015-02-26,384.07,389.37,383.28,384.8,2687107,0.7300000000000182
2015-02-27,384.0,385.99,379.79,380.16,2532309,-3.839999999999975
2015-03-02,380.85,385.9,379.481,385.655,2139205,4.80499999999995
2015-03-03,383.95,386.1,381.601,384.61,1946498,0.660000000000025
2015-03-04,385.71,387.9,382.19,382.72,2259141,-2.9899999999999523
2015-03-05,385.61,388.4182,383.89,387.83,2693518,2.2199999999999704
2015-03-06,385.52,387.0,378.88,380.09,2627042,-5.430000000000007
2015-03-09,378.4,379.33,375.28,378.56,2311390,0.160000000000025
2015-03-10,377.45,377.77,369.18,369.51,3120972,-7.939999999999998
2015-03-11,370.61,373.35,366.26,366.37,2495097,-4.240000000000009
2015-03-12,368.82,375.5,367.52,374.24,2810001,5.420000000000016
2015-03-13,371.52,373.99,366.68,370.58,2611658,-0.9399999999999977
2015-03-16,370.38,373.94,366.72,373.35,2354059,2.9700000000000273
2015-03-17,371.11,374.5,369.64,371.92,2036961,0.8100000000000023
2015-03-18,369.97,375.99,366.7,375.135,2654135,5.164999999999964
2015-03-19,373.87,377.11,372.19,373.24,1915671,-0.6299999999999955
2015-03-20,376.29,379.37,375.92,378.49,3763553,2.1999999999999886
2015-03-23,378.07,381.77,374.94,375.11,2239343,-2.9599999999999795
2015-03-24,373.99,375.24,372.27,374.09,2228214,0.0999999999999659
2015-03-25,375.17,380.5,370.285,370.96,3429497,-4.210000000000036
2015-03-26,369.59,371.4,365.65,367.35,2929962,-2.2399999999999523
2015-03-27,367.11,373.17,366.5734,370.56,2609774,3.4499999999999886
2015-03-30,371.87,376.12,371.55,374.59,1820933,2.7199999999999704
2015-03-31,373.24,377.7,371.51,372.1,2506122,-1.1399999999999864
2015-04-01,372.1,373.16,368.34,370.255,2458095,-1.8450000000000273
2015-04-02,370.5,373.28,369.0,372.25,1875279,1.75
2015-04-06,370.1,380.2,369.36,377.04,3050709,6.939999999999998
2015-04-07,376.15,379.31,374.03,374.41,1954902,-1.7399999999999523
2015-04-08,374.66,381.58,374.65,381.2,2636434,6.539999999999964
2015-04-09,380.66,384.42,378.795,383.54,2392328,2.8799999999999955
2015-04-10,384.31,387.12,381.3151,382.65,2573519,-1.660000000000025
2015-04-13,383.53,385.28,380.14,382.36,1894453,-1.169999999999959
2015-04-14,383.51,387.81,381.2101,385.11,2583575,1.6000000000000227
2015-04-15,384.65,385.78,381.64,383.45,1933229,-1.1999999999999886
2015-04-16,383.69,387.45,383.55,386.04,2080418,2.3500000000000227
2015-04-17,382.63,383.56,374.4,375.56,3839664,-7.069999999999993
2015-04-20,378.55,391.94,377.0,389.51,5016148,10.95999999999998
2015-04-21,391.31,394.6,386.8,391.18,4643524,-0.12999999999999545
2015-04-22,391.91,394.28,388.0,389.8,3474724,-2.1100000000000136
2015-04-23,390.21,391.88,386.15,389.99,7979985,-0.21999999999997044
2015-04-24,439.0,452.65,439.0,445.1,17176904,6.100000000000023
2015-04-27,443.86,446.99,437.41,438.56,5430949,-5.300000000000011
2015-04-28,438.51,439.0,428.04,429.31,4140483,-9.199999999999989
2015-04-29,426.75,434.24,426.03,429.37,3621688,2.6200000000000045
2015-04-30,427.11,431.75,419.24,421.78,3647877,-5.330000000000041
2015-05-01,423.82,425.64,416.0,422.87,3565824,-0.9499999999999886
2015-05-04,424.8,429.77,422.42,423.04,2270448,-1.759999999999991
2015-05-05,422.85,427.51,421.02,421.19,2856386,-1.660000000000025
2015-05-06,421.43,422.7165,414.55,419.1,2552474,-2.329999999999984
2015-05-07,424.15,428.5,422.85,426.88,2766132,2.730000000000018
2015-05-08,430.75,435.2,430.174,433.69,2908838,2.9399999999999977
2015-05-11,432.51,439.0,431.37,432.85,2393737,0.34000000000003183
2015-05-12,431.08,433.25,426.71,431.02,1947822,-0.060000000000002274
2015-05-13,429.98,433.528,425.8,426.87,1996328,-3.1100000000000136
2015-05-14,429.45,433.0,427.01,432.28,1888477,2.829999999999984
2015-05-15,428.0,430.3962,424.3,426.0,4240306,-2.0
2015-05-18,426.0,427.27,421.46,425.24,2390229,-0.7599999999999909
2015-05-19,424.87,428.24,420.63,421.71,2465240,-3.160000000000025
2015-05-20,420.6,427.1,418.36,423.86,2196159,3.259999999999991
2015-05-21,428.0,436.9,428.0,431.63,4121401,3.6299999999999955
2015-05-22,431.55,432.44,427.61,427.63,2020629,-3.920000000000016
2015-05-26,426.2,427.0,422.0,425.47,2244185,-0.7299999999999613
2015-05-27,427.45,431.85,425.01,431.42,2231088,3.9700000000000273
2015-05-28,429.71,431.35,425.47,426.57,1912436,-3.1399999999999864
2015-05-29,427.23,432.5,427.23,429.23,3016060,2.0
2015-06-01,430.4,433.16,426.2,430.92,2253264,0.5200000000000387
2015-06-02,430.07,433.23,426.25,430.99,1669845,0.9200000000000159
2015-06-03,434.4,438.39,432.75,436.59,2727914,2.1899999999999977
2015-06-04,434.4,436.755,429.26,430.78,2510761,-3.6200000000000045
2015-06-05,429.66,430.8,426.5,426.95,1907855,-2.7100000000000364
2015-06-08,425.62,426.8,421.425,423.5,2172525,-2.1200000000000045
2015-06-09,422.96,427.49,419.14,425.48,2288663,2.5200000000000387
2015-06-10,426.46,432.2,425.66,430.77,2172333,4.310000000000002
2015-06-11,432.29,438.89,431.47,432.97,2922459,0.6800000000000068
2015-06-12,431.25,432.36,428.26,429.92,2054385,-1.329999999999984
2015-06-15,427.66,428.05,422.64,423.67,2050987,-3.990000000000009
2015-06-16,424.15,427.97,422.67,427.26,2297469,3.1100000000000136
2015-06-17,428.36,431.35,424.753,427.81,2185869,-0.5500000000000114
2015-06-18,430.3,439.73,429.405,439.39,3378360,9.089999999999975
2015-06-19,440.26,444.99,433.24,434.92,4495087,-5.339999999999975
2015-06-22,437.0,439.24,434.18,436.29,1823572,-0.7099999999999795
2015-06-23,435.59,447.04,433.69,445.99,3245049,10.400000000000034
2015-06-24,444.97,446.47,440.23,440.84,2620827,-4.130000000000052
2015-06-25,438.07,443.47,436.39,440.1,2237458,2.0300000000000296
2015-06-26,441.76,443.49,435.06,438.1,2624479,-3.659999999999968
2015-06-29,434.98,437.0,429.0,429.86,2753193,-5.1200000000000045
2015-06-30,434.2,435.57,430.46,434.09,2596873,-0.11000000000001364
2015-07-01,439.35,440.0,435.58,437.39,1987076,-1.9600000000000364
2015-07-02,437.0,438.2,433.48,437.71,1343397,0.7099999999999795
2015-07-06,435.23,439.73,433.52,436.04,1903161,0.8100000000000023
2015-07-07,435.68,437.73,425.57,436.72,3454248,1.0400000000000205
2015-07-08,434.35,435.99,428.83,429.7,2383130,-4.650000000000034
2015-07-09,434.9,438.72,434.15,434.39,2271395,-0.5099999999999909
2015-07-10,440.49,444.72,439.0,443.51,2400981,3.019999999999982
2015-07-13,448.29,457.87,447.54,455.57,3956802,7.279999999999973
2015-07-14,462.32,469.6,458.16,465.57,4736215,3.25
2015-07-15,463.04,464.7,460.2,461.19,2987399,-1.8500000000000227
2015-07-16,465.5,475.88,464.8,475.48,4095581,9.980000000000018
2015-07-17,477.7,485.42,477.25,483.01,4932176,5.310000000000002
